Country Name,Country Code,Indicator Name,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
San Marino,SMR,"GDP per capita, PPP (current international $)",,,,,,,,43195.36941,46456.42296,50814.4323,52469.8279,55899.42998,56226.24965,58682.45153,62180.62483,64812.4483,68453.56861,74380.64071,74527.86293,66510.57366,62761.4508,57943.44687,54447.092,53466.73642,55420.29306,55598.21607,57474.11698,58860.75306,60750.44776,
Somalia,SOM,"GDP per capita, PPP (current international $)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serbia,SRB,"GDP per capita, PPP (current international $)",,,,,,4827.345301,5228.847381,5718.357998,5998.620854,5531.734658,6021.382546,6484.728138,7224.548923,7637.412181,8479.917193,9181.735046,10196.84432,11224.59479,12632.06165,12546.04315,12806.86247,13746.94867,13933.91998,14629.03831,14659.54911,14922.05991,15734.33289,16534.33908,17563.16537,18989.03966
Sub-Saharan Africa (excluding high income),SSA,"GDP per capita, PPP (current international $)",1687.101892,1704.49888,1693.074072,1674.749597,1682.329976,1729.93234,1804.383805,1852.53139,1870.454952,1891.341115,1947.908092,2026.079806,2133.630847,2210.250647,2357.398544,2516.02387,2681.763277,2858.743274,2993.522242,3036.708984,3157.226229,3291.779374,3319.63348,3489.701884,3647.069008,3676.127915,3665.065582,3730.745214,3823.991974,3893.963319
South Sudan,SSD,"GDP per capita, PPP (current international $)",,,,,,,,,,,,,,,,,,,2910.540211,2944.009287,3020.950547,2844.516128,1519.142464,2099.235642,1495.509612,,,,,
Sub-Saharan Africa,SSF,"GDP per capita, PPP (current international $)",1694.833335,1712.818173,1702.217102,1684.610792,1692.627414,1740.630277,1815.650396,1864.55056,1883.244292,1904.356342,1962.06426,2040.574111,2148.080068,2225.378539,2373.059427,2532.033529,2698.711956,2876.804288,3012.354182,3055.813362,3176.942236,3312.335577,3340.053004,3510.681478,3668.278628,3697.758168,3688.153463,3754.184369,3848.406984,3919.213146
Small states,SST,"GDP per capita, PPP (current international $)",,,,,,,,,,,10257.10138,10759.4645,11288.18582,11889.58636,13032.88768,13890.95948,15530.58687,17069.47131,18318.94981,18465.71008,19746.53818,21172.07955,22030.01229,22330.99556,22288.01649,19496.63101,19105.04045,20584.48035,21148.91776,21510.32578
Sao Tome and Principe,STP,"GDP per capita, PPP (current international $)",,,,,,,,,,,,1841.878528,1880.512595,2001.066219,2087.583577,2250.633381,2464.244675,2540.201713,2722.688369,2734.02087,2876.891114,2997.152472,2954.579167,3318.885261,3817.417926,3837.729243,3889.389392,3915.732375,4037.852314,4128.062159
Suriname,SUR,"GDP per capita, PPP (current international $)",6616.760016,6891.909321,6948.460706,6522.164569,6775.925595,6812.384051,6907.040987,7329.371326,7488.842978,7401.215136,7634.294048,8033.384172,8290.554424,8871.532498,9769.884839,10405.61621,11210.72913,11960.97979,12552.95224,12880.69054,13548.40519,14475.01851,15785.1819,16815.23333,17261.23158,16072.21626,14206.51987,16341.44892,17001.34784,17005.42675
Slovak Republic,SVK,"GDP per capita, PPP (current international $)",,,7163.00048,7457.293044,8057.381849,8681.575531,9390.641296,10082.73219,10622.82464,10714.17713,11380.83103,12391.27334,13312.20331,14165.61206,15212.51348,16639.39412,18891.23977,21200.32864,23725.85776,23102.81271,25171.61311,26049.79238,26933.42222,27967.1723,28991.56583,29924.12155,29651.52413,30907.42279,32574.82314,34177.95276
Slovenia,SVN,"GDP per capita, PPP (current international $)",12356.93107,11630.50786,11262.18966,11885.13516,12800.44447,13602.6579,14282.71593,15277.65022,16055.75135,17083.25123,18007.96618,18956.29,20241.52542,21089.30425,22740.29537,23852.64328,25689.39549,27541.48384,29604.29123,27564.23493,27845.51199,28931.38371,29042.82027,29973.69911,30870.02367,31636.75003,33868.31558,36650.80219,38749.25198,40656.55737
Sweden,SWE,"GDP per capita, PPP (current international $)",20388.17585,20694.56529,20798.59762,20730.81387,21847.65767,23063.84694,23891.27085,24797.46553,25887.34776,27471.55827,29629.37542,29940.40419,30926.5056,31780.11504,33827.9147,34244.46502,37684.65163,40862.64791,42158.2957,40318.22625,42252.14669,44608.58026,45432.43197,46312.39238,47184.66913,49116.30784,50425.15463,52739.01139,53746.79917,55814.51265
Eswatini,SWZ,"GDP per capita, PPP (current international $)",3518.530554,3601.506454,3707.132083,3821.541368,3909.153772,4096.957023,4246.731917,4371.165727,4459.14021,4590.530334,4721.955473,4837.101281,5101.4045,5378.01045,5703.511323,6208.002453,6743.04907,7185.803036,7334.465868,7452.651059,7771.360632,8057.541253,8266.681516,8708.795992,8796.98244,8843.699095,8762.409643,8493.901672,8809.15287,9048.178922
Sint Maarten (Dutch part),SXM,"GDP per capita, PPP (current international $)",,,,,,,,,,,,,,,,,,,,32614.52026,34232.35511,37233.96838,32878.44088,32478.29896,33013.23271,32520.0929,32432.99343,32256.33331,,
Seychelles,SYC,"GDP per capita, PPP (current international $)",8966.231977,9399.291813,10254.79096,10918.36554,10771.44393,10747.33307,11315.06228,12736.63574,13691.9391,13874.4235,14271.41998,14240.75378,14200.58519,13767.67706,13786.28654,15424.3274,17027.84417,19209.15833,18738.61104,18599.62547,19387.86253,21922.73953,21565.038,22369.39122,23889.78373,24067.19459,25681.31267,27242.65605,28657.40833,30259.96103
Syrian Arab Republic,SYR,"GDP per capita, PPP (current international $)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turks and Caicos Islands,TCA,"GDP per capita, PPP (current international $)",,,,,,,,,,,,,,,,,,,,,,21231.92553,19069.88399,19761.58739,21583.23637,22855.1657,24257.05814,25477.41616,27055.17351,
Chad,TCD,"GDP per capita, PPP (current international $)",698.3795766,758.95186,812.0253815,678.5591811,738.8614487,738.7249065,743.3714359,772.0534004,806.3713596,783.8301471,765.5832569,841.1317012,891.9220303,1002.795037,1325.095284,1545.738953,1547.584763,1586.396204,1612.145643,1637.803633,1819.694767,1797.74936,1730.793693,1569.059772,1677.090699,1820.059393,1664.511672,1587.03106,1613.514935,1645.094153
East Asia & Pacific (IDA & IBRD countries),TEA,"GDP per capita, PPP (current international $)",1462.225437,1603.599108,1782.881953,1988.217689,2209.926955,2440.918337,2670.926096,2864.525663,2885.795238,3065.161501,3330.324773,3590.027094,3891.047211,4264.232751,4721.611303,5284.279802,5963.857724,6792.65645,7438.648354,7992.695971,8797.350642,9652.500238,10465.95398,11070.26245,11585.8596,11919.41549,12443.3107,13123.12612,14197.40605,15188.81431
Europe & Central Asia (IDA & IBRD countries),TEC,"GDP per capita, PPP (current international $)",6886.377622,6697.97826,6246.748277,6091.155547,5637.284012,5723.357116,5863.344557,6139.749363,5766.959473,5971.597884,6610.524478,6989.320476,7484.204888,8182.628656,9128.721661,10144.52156,11988.20312,13364.42158,15248.99516,14874.44989,15898.61235,17452.34739,18447.44428,19760.48882,20225.76608,19978.59904,20544.01914,21930.3687,23350.86007,24028.13862
Togo,TGO,"GDP per capita, PPP (current international $)",833.4761703,835.9888222,803.7524941,684.1710003,785.6210745,843.3959329,908.3945535,1024.601917,980.2914309,987.5726093,972.4555158,974.6235947,1001.329176,1061.184032,1052.025686,1007.661153,1037.700332,1025.043273,1058.28382,1095.263723,1144.331515,1210.142114,1227.156159,1275.325318,1328.380291,1397.333165,1453.747599,1516.526046,1589.183015,1662.072345
Thailand,THA,"GDP per capita, PPP (current international $)",4311.669928,4781.953025,5233.378566,5747.092485,6281.351868,6864.794848,7304.166781,7140.453314,6589.599792,6910.330877,7302.891417,7648.854449,8179.397266,8863.741036,9608.546286,10256.33483,11024.84888,11869.67391,12244.8182,12191.41348,13195.37188,13519.12842,14870.97818,15407.66947,15480.21135,15822.35326,16618.76219,17420.56515,18513.29357,19228.29468
Tajikistan,TJK,"GDP per capita, PPP (current international $)",2641.267528,2481.847603,1768.904487,1489.260296,1178.979346,1038.583167,867.9505446,884.5963232,928.1710156,961.6835452,1048.461111,1155.127276,1278.643314,1419.393195,1579.5858,1704.535656,1843.707963,1999.687246,2154.916175,2208.447453,2328.444563,2496.581231,2750.356111,3027.81901,3303.096196,2991.653596,3097.202027,3089.530208,3311.051043,3519.822017
Turkmenistan,TKM,"GDP per capita, PPP (current international $)",5436.64605,5212.778826,4405.00845,4450.407175,3663.797009,3394.788601,3620.162375,3212.001034,3432.76901,4009.084833,4275.009442,4510.659696,4548.031154,4736.923441,5055.939296,5829.435537,6588.036682,7420.560964,8561.572365,9021.142077,9810.608197,11294.94843,12057.19597,12739.18195,13490.98716,13690.60427,13866.32472,14205.02158,15195.63347,
Latin America & the Caribbean (IDA & IBRD countries),TLA,"GDP per capita, PPP (current international $)",6244.97122,6581.717505,6810.867481,7007.067459,7370.021888,7496.029094,7783.206898,8200.245591,8352.164155,8339.7798,8711.429454,8827.943977,8867.369481,9093.776957,9783.664565,10416.49229,11307.84354,12119.48531,12741.81057,12536.93495,13333.0201,14217.31561,14507.40747,14997.67431,15320.19192,15106.59971,15345.69519,16002.36644,16489.8854,16736.99611
Timor-Leste,TLS,"GDP per capita, PPP (current international $)",,,,,,,,,,,1268.201273,1479.697771,1369.737699,1329.549403,1335.847101,1385.900279,1340.474071,1488.045011,1658.537428,1805.857155,1964.515487,2084.59193,2320.073922,2483.1706,2721.056497,2916.823573,3140.873946,3165.799424,3152.570867,3252.546371
Middle East & North Africa (IDA & IBRD countries),TMN,"GDP per capita, PPP (current international $)",4816.68948,5183.983823,5418.788728,5570.630227,5644.934814,5798.080107,6130.776463,6327.104017,6707.084068,6979.204289,7338.259605,7541.441675,7783.480858,7995.279931,8706.423581,9222.637246,9859.105651,10555.70625,10960.72968,11131.23164,11642.27369,11591.79497,11892.41573,11777.14025,11444.77228,10738.39488,10669.88514,10959.06451,,
Tonga,TON,"GDP per capita, PPP (current international $)",2321.4358,2549.149842,2609.620497,2766.727517,2960.1186,3126.627153,3174.378732,3213.319953,3323.627061,3486.321463,3665.902526,3860.989502,4034.236903,4171.913068,4242.379484,4413.484858,4474.59379,4365.824859,4553.276725,4669.997988,4889.298528,5151.454825,5339.532136,5313.805671,5567.035411,5849.717335,6092.258366,6321.606933,6414.782721,
South Asia (IDA & IBRD),TSA,"GDP per capita, PPP (current international $)",1242.946019,1281.665623,1356.706553,1418.255432,1503.67734,1607.893521,1714.127887,1772.996042,1855.819343,1989.465694,2077.241138,2177.554248,2250.899485,2417.790298,2625.668881,2864.753682,3126.579354,3390.367973,3512.863658,3733.64342,4005.235429,4237.678568,4566.873951,4752.153577,4928.799141,5137.335557,5455.149571,5772.075177,6194.34213,6527.256539
Sub-Saharan Africa (IDA & IBRD countries),TSS,"GDP per capita, PPP (current international $)",1694.833335,1712.818173,1702.217102,1684.610792,1692.627414,1740.630277,1815.650396,1864.55056,1883.244292,1904.356342,1962.06426,2040.574111,2148.080068,2225.378539,2373.059427,2532.033529,2698.711956,2876.804288,3012.354182,3055.813362,3176.942236,3312.335577,3340.053004,3510.681478,3668.278628,3697.758168,3688.153463,3754.184369,3848.406984,3919.213146
Trinidad and Tobago,TTO,"GDP per capita, PPP (current international $)",7059.864763,7476.870467,8367.49486,8460.9962,8907.645939,9405.685495,10233.9132,11173.11784,12198.97347,13344.51154,14547.30431,15431.5517,16845.83867,19539.48092,21550.53736,23485.43992,27264.58326,29196.00116,30633.13192,29366.15632,30528.82418,30888.02903,30063.2604,30059.89329,29698.46095,27510.40683,26270.08901,26447.59327,26892.8681,27260.81122
Tunisia,TUN,"GDP per capita, PPP (current international $)",3613.823281,3796.530977,4095.756892,4195.922796,4336.934477,4453.790385,4785.010798,5062.557053,5299.723025,5640.23019,5978.966297,6286.661468,6419.860534,6795.616734,7356.779441,7784.794716,8362.836088,9071.622836,9538.441829,9798.982898,10155.48117,10067.90622,10217.12509,10231.72172,10446.05139,10208.73928,10359.3024,10605.25721,11017.77777,11201.34376
Turkey,TUR,"GDP per capita, PPP (current international $)",8518.552159,8738.073017,9320.025096,10143.21838,9640.002757,10383.22142,11116.07849,11962.74331,9095.92024,8757.193371,9586.027444,9215.220833,9329.813174,9604.02371,10860.11352,11887.86395,13619.17051,14848.24495,16053.80379,15501.59526,17438.8972,19651.67848,20616.86987,22269.03766,23967.11803,25625.57463,26329.36017,27934.16733,28139.14376,27875.19325
Tuvalu,TUV,"GDP per capita, PPP (current international $)",1542.80705,1631.85764,1699.401701,1795.023915,2009.212205,1939.043146,1851.858523,2072.231726,2418.057444,2410.993109,2428.493554,2498.379457,2706.083826,2628.841103,2624.523401,2569.873659,2672.208254,2889.413134,3152.091628,3003.298324,2925.616097,3180.104184,3086.009247,3248.194851,3319.10486,3619.410338,3727.711339,3903.655005,4046.549672,4465.230931
Tanzania,TZA,"GDP per capita, PPP (current international $)",959.6029328,979.5345082,973.9646602,975.620979,980.3135714,1006.721015,1043.810336,1072.94166,1099.551234,1142.625978,1191.283555,1258.106885,1331.992577,1407.386801,1510.495287,1627.470513,1736.731731,1851.173107,1938.720494,1998.2977,2088.098056,2228.705387,2099.454349,2194.924069,2243.625706,2348.443729,2479.261261,2530.438453,2651.091047,2770.681172
Uganda,UGA,"GDP per capita, PPP (current international $)",669.3589371,706.0534595,722.3605799,775.3842214,816.3640749,901.3116128,971.5863025,1008.882437,1039.775363,1106.885403,1132.748315,1180.716259,1263.801729,1327.694902,1410.603839,1498.423974,1657.172549,1787.602821,1919.535482,2001.315193,2071.696425,2241.123406,1997.533958,1997.911373,2071.449012,2111.494107,2075.606228,2074.860241,2172.185054,2271.649424
Ukraine,UKR,"GDP per capita, PPP (current international $)",7305.143404,6902.485823,6356.734162,5578.520707,4412.745054,3987.005671,3686.570658,3670.940337,3674.412965,3755.244356,4106.835391,4631.60673,4999.09094,5621.903077,6521.610859,6977.258912,7775.60693,8642.21388,9062.247362,7818.303854,8245.375241,8909.659608,9343.33074,10691.76468,10743.58636,10164.32733,11148.19655,11871.12362,12629.14166,13341.21052
Upper middle income,UMC,"GDP per capita, PPP (current international $)",3402.805494,3580.442902,3693.528975,3873.688868,4040.704842,4247.231239,4503.902666,4773.718265,4763.535321,4932.670521,5310.961244,5569.319597,5869.982326,6279.123682,6913.196394,7620.843979,8575.974355,9550.774629,10421.64493,10725.58284,11623.19249,12602.11898,13340.6371,14007.46983,14453.33903,14464.8317,14895.48452,15684.91039,16728.17464,17524.59044
Uruguay,URY,"GDP per capita, PPP (current international $)",6390.028828,6791.7227,7443.267518,7764.807408,8445.861896,8437.168546,9006.369506,9875.500842,10371.68566,10264.50589,10255.09471,10059.78167,9427.169866,9686.474701,10451.92492,11580.37173,12406.37334,13547.14753,14764.18765,15464.2622,16817.06904,18002.85108,18192.33509,19130.04446,20093.65361,20217.58414,20669.81236,21324.846,22100.31064,22454.65794
United States,USA,"GDP per capita, PPP (current international $)",23888.60001,24342.2589,25418.99078,26387.29373,27694.85342,28690.8757,29967.71272,31459.139,32853.67698,34513.5615,36334.90878,37133.24281,38023.16111,39496.48588,41712.80107,44114.74778,46298.73144,47975.96768,48382.55845,47099.98047,48467.51578,49886.81811,51610.60528,53117.66783,55047.72556,56822.51882,57927.51685,59957.72585,62996.66482,65280.68224
Uzbekistan,UZB,"GDP per capita, PPP (current international $)",2493.490117,2511.017427,2227.753902,2178.022015,2067.860108,2054.754318,2087.63373,2192.338727,2275.426471,2381.723501,2493.602299,2621.01248,2734.591228,2869.680924,3130.132663,3412.029678,3731.413015,4135.335084,4523.223208,4842.245463,5124.122722,5489.078964,5712.824303,5942.396759,6158.502459,6343.149742,6452.927938,6518.804687,6914.889513,7288.765626
St. Vincent and the Grenadines,VCT,"GDP per capita, PPP (current international $)",3741.731028,3901.601387,4238.152248,4519.52445,4557.593713,5015.424353,5175.821744,5453.748539,5745.67771,5989.03241,6221.780038,6460.216484,6964.279921,7622.948308,8139.55948,8593.844738,9535.598515,10126.9725,10499.62996,10367.7389,10139.81854,10302.42035,10457.15843,10909.46504,11310.13101,11641.84016,12456.95412,12245.01484,12760.58515,12982.89639
"Venezuela, RB",VEN,"GDP per capita, PPP (current international $)",9600.958962,10640.11289,11283.09354,11329.15912,11058.4165,11492.13185,11442.24077,12136.00288,12070.41225,11294.75595,11748.99093,12185.54261,11078.0766,10224.90651,12207.7179,13657.81451,15219.71335,16748.71374,17723.14727,17042.68328,16740.36942,17527.44779,,,,,,,,
British Virgin Islands,VGB,"GDP per capita, PPP (current international $)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virgin Islands (U.S.),VIR,"GDP per capita, PPP (current international $)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vietnam,VNM,"GDP per capita, PPP (current international $)",917.674244,984.2942889,1071.446782,1162.147546,1268.183663,1394.461478,1528.980795,1658.925313,1751.985006,1840.440839,1987.30271,2134.438361,2282.858299,2462.501396,2694.45806,2960.641054,3232.81316,3522.938206,3758.555401,3952.73415,4213.295913,4523.243719,5042.449686,5358.894732,5745.158585,6102.637264,6573.096338,7155.745829,7765.400252,8374.444328
Vanuatu,VUT,"GDP per capita, PPP (current international $)",1654.986462,1716.157872,1749.075218,1752.304542,1899.661094,1912.177136,1951.175232,2044.257776,2119.046609,2117.833916,2247.43859,2166.861084,2037.99834,2110.139082,2196.248102,2326.010727,2537.567155,2676.832698,2837.237368,2882.471224,2888.738336,2905.904722,2930.914618,2956.516263,2997.162069,2953.102197,3009.125533,3121.114376,3203.74158,3273.914944
World,WLD,"GDP per capita, PPP (current international $)",5548.906085,5751.706705,5921.408181,6085.079841,6317.529994,6574.94288,6863.400202,7156.018257,7294.343767,7552.029758,8003.696295,8279.007709,8569.642431,8937.702467,9542.073609,10155.26328,10981.65504,11744.75093,12285.2595,12255.55192,12897.70234,13583.29836,14125.56342,14645.8618,15024.35575,15172.17452,15583.56532,16248.70718,17024.73813,17680.19085
Samoa,WSM,"GDP per capita, PPP (current international $)",2397.690998,2404.131051,2431.862101,2566.286918,2530.606747,2734.052415,2964.616026,3019.213326,3106.290814,3205.72405,3487.169914,3790.586652,3994.694816,4226.804185,4513.227054,4816.581712,5027.896829,5454.115735,5579.016411,5313.75775,5360.970588,5655.137396,5480.605908,5505.993534,5570.620554,5831.52564,6336.645642,6495.387724,6478.707771,6787.131426
Kosovo,XKX,"GDP per capita, PPP (current international $)",,,,,,,,,,,3561.049515,4617.647527,4654.64546,5021.200759,5287.485198,5777.205674,6170.298379,6743.315038,7249.512759,7506.875448,7782.947105,8222.225939,8477.469769,8805.379754,9043.183283,9575.75488,10062.10826,10530.48166,11152.38103,11838.881
"Yemen, Rep.",YEM,"GDP per capita, PPP (current international $)",2068.635871,2163.770385,2274.186226,2300.491347,2391.182529,2473.224058,2540.532206,2633.327465,2741.47236,2805.747562,2960.431354,3051.178443,3129.657961,3212.939984,3333.061241,3526.67551,3643.454856,3758.164514,3860.432949,3928.229846,4162.088451,3607.090263,3491.204325,3688.519849,,,,,,
South Africa,ZAF,"GDP per capita, PPP (current international $)",6420.883862,6410.445452,6258.189514,6328.21145,6517.193978,6715.798769,6996.858687,7175.762902,7176.812684,7344.813243,7714.908384,7989.759965,8310.759384,8608.736171,9131.268581,9790.637243,10518.41863,11233.92972,11661.27836,11409.57207,11721.55506,12172.31474,12057.26871,12450.4975,12520.71375,12552.34013,12592.48687,12703.42124,12928.79421,12999.12026
Zambia,ZMB,"GDP per capita, PPP (current international $)",1475.717843,1486.270958,1457.648807,1555.847484,1417.095949,1451.605192,1529.234118,1571.543627,1539.960874,1590.652501,1644.919437,1724.6357,1784.21566,1894.349496,2029.174927,2185.943627,2366.760173,2563.944007,2741.245548,2933.131216,3178.872797,3323.939045,3422.626326,3578.85319,3539.434996,3430.403576,3404.663123,3485.002103,3604.628943,3623.699395
Zimbabwe,ZWE,"GDP per capita, PPP (current international $)",1773.739294,1890.124261,1723.489857,1751.973834,1925.309811,1943.08354,2158.973244,2233.395175,2305.135367,2304.453059,2272.600322,2347.49789,2167.019758,1827.866081,1762.520502,1705.569697,1685.363083,1653.747245,1374.170003,1532.821096,1830.828054,2101.825192,2375.930267,2560.777487,2612.46153,2679.510136,2806.458631,3028.245976,3203.888554,2953.484113
